,0
0,663.449
1,704.6790000000001
2,570.117
3,644.8389999999999
4,720.465
5,588.662
6,813.234
7,
8,1072.1129999999998
9,1095.9560000000001
10,1119.973
11,1180.1080000000002
12,1162.391
13,1144.51
14,1137.266
15,1076.7510000000002
16,1015.73
17,1198.6550000000002
18,1213.159
19,1279.821
20,1331.4180000000001
21,1379.263
22,1418.612
23,1409.5819999999999
24,1419.384
25,1422.587
26,1417.2240000000002
27,1412.4759999999999
28,1420.683
29,1434.4099999999999
30,1449.596
31,1403.4830000000002
32,1342.3020000000001
33,1387.368
34,1403.94
35,1420.4589999999998
36,1365.2530000000002
37,1379.373
38,1393.518
39,1399.414
40,1360.454
41,
42,1306.13
43,1326.93
44,1347.675
45,1382.5410000000002
46,1377.7540000000001
47,1358.089
48,1342.1619999999998
49,1352.0320000000002
50,1359.1219999999998
51,
52,1356.929
53,1339.703
54,1322.038
55,1335.3329999999999
56,1330.5059999999999
57,1307.451
58,1339.131
59,1336.464
60,1332.6019999999999
61,1340.944
62,1303.047
63,1188.138
64,1264.239
65,1280.5259999999998
66,1285.414
67,1291.357
68,1282.116
69,1257.931
70,1242.891
71,1256.069
72,1256.016
73,1242.979
74,1218.82
75,1229.838
76,1236.475
77,1230.75
78,1225.875
79,1219.2450000000001
80,1193.902
81,1155.396
82,1140.4009999999998
83,1174.968
84,1182.598
85,1184.812
86,
87,1174.136
88,1164.587
89,1159.159
90,1139.066
91,870.8000000000001
92,1041.549
93,1005.525
94,1099.197
95,1042.844
96,1084.435
97,1072.605
98,1071.145
99,1037.485
100,847.858
101,1037.162
102,912.4440000000001
103,860.987
104,962.9359999999999
105,975.0419999999999
106,975.561
107,1000.184
108,1014.885
109,1004.274
110,999.732
111,989.943
112,353.83400000000006
113,626.019
114,911.7189999999999
115,950.429
116,954.682
117,951.7819999999999
118,948.396
119,940.26
120,919.3419999999999
121,899.367
122,899.5310000000001
123,903.551
124,905.511
125,874.664
126,886.6770000000001
127,825.5889999999999
128,714.1189999999999
129,714.774
130,623.066
131,768.857
132,722.913
133,707.9979999999999
134,811.1380000000001
135,817.431
136,830.1139999999999
137,822.019
138,792.1679999999999
139,771.086
140,756.155
141,806.904
142,787.6220000000001
143,773.451
144,778.458
145,791.7950000000001
146,798.723
147,792.1320000000001
148,785.191
149,779.296
150,766.6310000000001
151,693.7330000000001
152,591.7149999999999
153,563.367
154,658.703
155,518.777
156,579.3340000000001
157,511.005
158,460.93199999999996
159,589.057
160,600.863
161,624.027
162,212.413
163,202.637
164,181.084
165,343.36699999999996
166,113.70899999999999
167,275.238
168,250.487
169,254.104
170,386.585
171,400.625
172,365.956
173,537.3919999999999
174,553.474
175,555.681
176,561.953
177,602.686
178,622.199
179,613.669
180,606.854
181,595.775
182,591.136
183,583.669
184,575.829
185,569.797
186,562.765
187,556.609
188,549.556
189,539.964
190,533.121
191,526.27
192,517.3720000000001
193,494.935
194,499.31699999999995
195,469.17499999999995
196,453.203
197,458.385
198,364.497
199,253.39600000000002
200,222.26399999999998
201,93.86299999999999
202,274.054
203,14.372
204,273.844
205,165.64299999999997
206,172.157
207,251.26399999999998
208,290.447
209,385.88399999999996
210,303.53299999999996
211,368.80400000000003
212,375.80699999999996
213,411.741
214,392.22399999999993
215,391.798
216,363.56000000000006
217,365.11500000000007
218,390.25
219,387.701
220,387.087
221,377.61899999999997
222,376.093
223,369.69100000000003
224,364.28700000000003
225,349.589
226,334.41600000000005
227,322.62399999999997
228,334.65700000000004
229,331.391
230,320.77700000000004
231,313.373
232,297.86899999999997
233,277.71
234,251.23199999999997
235,245.084
236,218.09599999999998
237,233.94500000000002
238,170.254
239,222.314
240,111.074
241,21.573
242,2.6210000000000004
243,1.809
244,0.093
245,4.023
246,6.92
247,0.074
248,1.54
249,0.079
250,9.159
251,1.767
252,3.088
253,34.123
254,10.886
255,24.793999999999997
256,22.689999999999998
257,31.038
258,82.44800000000001
259,17.96
260,81.94999999999999
261,88.287
262,73.864
263,28.885
264,118.662
265,96.151
266,137.559
267,162.659
268,224.62800000000001
269,206.911
270,221.77100000000002
271,214.19400000000002
272,234.27900000000002
273,222.66400000000002
274,225.351
275,227.243
276,226.594
277,227.52300000000002
278,224.556
279,221.953
280,216.984
281,203.282
282,208.472
283,212.766
284,211.94
285,210.85399999999998
286,206.078
287,200.97299999999998
288,196.183
289,201.234
290,200.762
291,197.571
292,194.822
293,190.509
294,187.49800000000002
295,185.013
296,185.797
297,184.561
298,180.236
299,179.202
300,177.998
301,172.93200000000002
302,166.899
303,163.438
304,163.95499999999998
305,153.441
306,155.073
307,159.54399999999998
308,145.37199999999999
309,151.89700000000002
310,150.952
311,129.829
312,115.81299999999999
313,132.564
314,150.09900000000002
315,113.828
316,118.078
317,98.09400000000001
318,88.87
319,63.073
320,80.537
321,60.29
322,31.608
323,14.831000000000001
324,15.445
325,1.29
326,1.4229999999999998
327,0.14
328,0.012
329,0.5730000000000001
330,0.03
331,0.759
332,1.4879999999999998
333,1.246
334,0.013000000000000001
335,0.008
336,10.33
337,3.389
338,2.293
339,37.512
340,2.7760000000000002
341,0.15400000000000003
342,0.681
343,0.08499999999999999
344,4.426
345,0.9
346,18.137
347,13.488
348,18.592
349,27.03
350,18.903
351,21.654999999999998
352,45.727999999999994
353,51.532000000000004
354,60.571000000000005
355,66.619
356,65.355
357,53.192
358,31.319000000000003
359,20.054000000000002
360,28.293
361,32.661
362,68.283
363,76.41
364,84.07900000000001
365,81.67099999999999
366,80.76599999999999
367,62.412000000000006
368,54.153000000000006
369,57.594
370,57.516
371,69.445
372,78.278
373,73.962
374,76.798
375,74.60900000000001
376,75.856
377,79.039
378,75.91799999999999
379,74.568
380,75.162
381,74.287
382,75.511
383,75.76599999999999
384,75.033
385,67.642
386,71.41400000000002
387,66.38600000000001
388,68.377
389,70.062
390,64.801
391,62.709
392,66.414
393,64.421
394,58.995
395,62.647
396,64.202
397,65.68
398,64.144
399,64.276
400,62.558
401,62.56699999999999
402,61.119
403,
404,57.998
405,59.353
406,58.815999999999995
407,55.914
408,55.726
409,55.954
410,54.137
411,52.783
412,51.891
413,53.004
414,56.184999999999995
415,45.166000000000004
416,46.821
417,52.168000000000006
418,49.951
419,44.493
420,45.282000000000004
421,34.958000000000006
422,45.157
423,42.967999999999996
424,43.259
425,32.994
426,34.641
427,31.422
428,35.268
429,37.251999999999995
430,43.599999999999994
431,30.14
432,30.736
433,30.506
434,18.9
435,45.647
436,45.288
437,13.261000000000001
438,40.728
439,14.106
440,18.874
441,24.788
442,30.366
443,10.517
444,10.431
445,19.836
446,12.213000000000001
447,6.455
448,8.481
